time in h,cXL in g/l,cS1L in g/l,cS2L in g/l,cS3L in g/l,NSt in rpm,FnG in l/min,FnO2 in l/min,FnN2 in l/min,FnCO2 in l/min,pHL in -,thetaL in °C
0.928333333333305,4.04768359246021,8.26255238693199,2.40016171734296e-17,0.138684495490551,914.116966759738,7.5,0,0,0,6.59767471985891,31.9754572309606
0.92888888888886,4.04835207021834,8.2614669930882,2.43133288096827e-17,0.138791336078319,971.054762160109,7.5,0,0,0,6.59924730693414,31.9808820598435
0.929444444444416,4.04899353053917,8.26036478634396,2.43129400288188e-17,0.138909058169927,978.954820860086,7.5,0,0,0,6.60073610819777,31.9875235611929
0.929999999999971,4.04964428679788,8.25917978294467,2.43125512572916e-17,0.139023247481753,899.450928158998,7.5,0,0,0,6.60231439648242,31.9941248869155
0.930555555555527,4.05039632134495,8.258019573722,2.43124955160171e-17,0.139119238439976,720.16910835022,7.5,0,0,0,6.60414663755018,31.9984675986392
0.931111111111082,4.05119723081657,8.25679285606626,2.43124397719014e-17,0.139197306931548,461.525271770445,7.5,0,0,0,6.60306228341849,31.9992542139763
0.931666666666638,4.05203493316801,8.25552096442777,2.43123840249443e-17,0.139260196346968,450,7.5,0,0,0,6.6021523328384,31.9974100967712
0.932222222222194,4.05289762910983,8.25422048544271,2.43123282751484e-17,0.13931257967097,450,7.5,0,0,0,6.60134715391542,31.9956791733145
0.932777777777749,4.05377613006769,8.25290558827957,2.43122725225083e-17,0.139358260541785,450,7.5,0,0,0,6.60057267166574,31.9941009583303
0.933333333333305,4.05466260875878,8.25158980011893,2.43122167670264e-17,0.139400569277619,450,7.5,0,0,0,6.5997259960282,31.9926529759315
0.93388888888886,4.05554957697488,8.25028832842137,2.43121610087026e-17,0.139442723097612,450,7.5,0,0,0,6.5988698205152,31.9913120902112
0.934444444444416,4.05637305892288,8.24889241939525,2.43117722373117e-17,0.139488333392036,450,7.5,0,0,0,6.59796662504033,31.990054686965
0.934999999999971,4.05718625327796,8.24751889265882,2.43111575566517e-17,0.139536475324817,450,7.5,0,0,0,6.60019388940315,31.988870174264
0.935555555555527,4.05798706067236,8.24617090184558,2.46236020981222e-17,0.139589927113762,450,7.5,0,0,0,6.60234836786631,31.9877489886489
0.936111111111082,4.05882932928962,8.24496520435131,2.49364444733226e-17,0.139649477539657,450,7.5,0,0,0,6.60441944599515,31.9866828535665
0.936666666666638,4.05965536746156,8.24379305447674,2.49363872704958e-17,0.139717884400582,502.033687531599,7.5,0,0,0,6.60324040607489,31.9856632259199
0.937222222222193,4.06046284316915,8.2426592780182,2.49363300647534e-17,0.13979414809913,662.00122190686,7.5,0,0,0,6.60196225768459,31.9850305504649
